,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
10,H2H 5-1,Sergiy Stakhovsky,7.0,3.0,8397280.0,3558569.0,,2.05,Sergiy Stakhovsky,57.0,2.0,1.0,65.0,18.0,59.0,28.0,22.0,31.0,17.0,10.0,,,,,1.0,127.0,,,2.05,1.74,R16,6-3 7-6(1),Mikhail Youzhny,3.0,1.0,8397280.0,3558570.0,,1.74,Mikhail Youzhny,70.0,3.0,2.0,62.0,23.0,64.0,46.0,35.0,18.0,12.0,11.0,,,,,2.0,127.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
11,H2H 1-0,John Millman,1.0,1.0,8397281.0,3558469.0,,4.0,John Millman,49.0,0.0,0.0,50.0,9.0,63.0,40.0,25.0,23.0,15.0,10.0,,,,,1.0,114.0,,,4.00,1.22,R16,6-4 6-4,Juan Martin Del Potro,8.0,1.0,8397281.0,3558470.0,,1.22,Juan Martin Del Potro,65.0,7.0,2.0,64.0,24.0,49.0,35.0,30.0,14.0,11.0,10.0,,,,,2.0,114.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
12,H2H 2-0,Jan-Lennard Struff,7.0,4.0,8394762.0,3558595.0,,3.0,Jan-Lennard Struff,75.0,3.0,1.0,74.0,19.0,88.0,52.0,40.0,36.0,16.0,14.0,,,,,1.0,166.0,,,3.00,1.36,R16,6-4 4-6 6-2,Gilles Simon,6.0,2.0,8394762.0,3558596.0,,1.36,Gilles Simon,91.0,9.0,3.0,92.0,36.0,72.0,43.0,35.0,29.0,20.0,14.0,,,,,2.0,166.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
13,H2H 2-0,Denis Kudla,2.0,2.0,8397282.0,3558508.0,,4.5,Denis Kudla,56.0,5.0,1.0,67.0,22.0,53.0,31.0,21.0,22.0,13.0,10.0,,,,,2.0,122.0,,,4.50,1.20,R16,7-5 6-3,Philipp Kohlschreiber,10.0,4.0,8397282.0,3558507.0,,1.2,Philipp Kohlschreiber,66.0,5.0,3.0,55.0,21.0,63.0,37.0,31.0,26.0,14.0,11.0,,,,,1.0,122.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
14,H2H 3-1,Marin Cilic,12.0,1.0,8394763.0,3558464.0,,1.53,Marin Cilic,70.0,1.0,0.0,74.0,19.0,71.0,37.0,31.0,34.0,20.0,12.0,,,,,2.0,146.0,,,1.53,2.37,R16,7-6(4) 7-5,Radek Stepanek,10.0,6.0,8394763.0,3558463.0,,2.37,Radek Stepanek,76.0,2.0,1.0,72.0,21.0,68.0,46.0,42.0,22.0,13.0,12.0,,,,,1.0,146.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
15,H2H 1-0,Fabrice Martin,16.0,6.0,8394745.0,3557914.0,,3.75,Fabrice Martin,86.0,3.0,1.0,79.0,18.0,100.0,66.0,47.0,34.0,21.0,15.0,,,,,2.0,185.0,,,3.75,1.25,R32,3-6 7-6(6) 6-1,Taylor Fritz,19.0,2.0,8394745.0,3557913.0,,1.25,Taylor Fritz,99.0,8.0,3.0,106.0,38.0,77.0,48.0,41.0,29.0,20.0,13.0,,,,,1.0,185.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
16,H2H 1-0,Malek Jaziri,7.0,2.0,8394746.0,3557629.0,,2.0,Malek Jaziri,86.0,7.0,1.0,88.0,22.0,102.0,62.0,42.0,40.0,22.0,15.0,,,,,1.0,192.0,,,2.00,1.80,R32,6-7(7) 6-2 6-4,Michael Berrer,14.0,0.0,8394746.0,3557630.0,,1.8,Michael Berrer,106.0,10.0,4.0,104.0,40.0,88.0,60.0,46.0,28.0,20.0,15.0,,,,,2.0,192.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
17,H2H 3-1,Viktor Troicki,10.0,4.0,8394747.0,3557882.0,,1.5,Viktor Troicki,53.0,2.0,1.0,60.0,14.0,57.0,34.0,26.0,23.0,13.0,11.0,,,,,2.0,121.0,,,1.50,2.50,R32,6-4 7-6(4),Florian Mayer,3.0,0.0,8394747.0,3557881.0,,2.5,Florian Mayer,68.0,2.0,2.0,61.0,22.0,60.0,42.0,35.0,18.0,11.0,11.0,,,,,1.0,121.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
18,H2H 1-1,Illya Marchenko,8.0,0.0,8394749.0,3557632.0,,2.0,Illya Marchenko,46.0,0.0,0.0,48.0,4.0,63.0,36.0,25.0,27.0,17.0,11.0,,,,,2.0,111.0,,,2.00,1.80,R32,7-5 6-4,Sam Groth,15.0,0.0,8394749.0,3557631.0,,1.8,Sam Groth,65.0,5.0,2.0,63.0,21.0,48.0,38.0,35.0,10.0,9.0,11.0,,,,,1.0,111.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
19,H2H 1-0,Jan Choinski,2.0,1.0,8394750.0,3557875.0,,8.25,Jan Choinski,27.0,2.0,0.0,30.0,10.0,29.0,20.0,11.0,9.0,6.0,5.0,,,,,1.0,60.0,,,8.25,1.06,R32,6-3 0-0 Ret.,Sergiy Stakhovsky,6.0,0.0,8394750.0,3557876.0,,1.06,Sergiy Stakhovsky,33.0,3.0,2.0,30.0,13.0,30.0,20.0,15.0,10.0,5.0,4.0,,,,,2.0,60.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
20,H2H 3-6,Feliciano Lopez,6.0,4.0,8394751.0,3557620.0,,1.31,Feliciano Lopez,67.0,4.0,1.0,79.0,26.0,61.0,38.0,26.0,23.0,15.0,10.0,,,,,2.0,144.0,,,1.31,3.30,R32,7-6(3) 6-3,Mikhail Youzhny,8.0,3.0,8394751.0,3557619.0,,3.3,Mikhail Youzhny,77.0,4.0,2.0,65.0,24.0,76.0,49.0,36.0,27.0,17.0,11.0,,,,,1.0,144.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
21,H2H 1-0,Lucas Pouille,9.0,8.0,8394752.0,3557617.0,,1.8,Lucas Pouille,97.0,5.0,1.0,108.0,35.0,92.0,56.0,46.0,36.0,16.0,15.0,,,,,1.0,208.0,,,1.80,2.00,R32,6-7(3) 6-3 6-4,John Millman,2.0,1.0,8394752.0,3557618.0,,2.0,John Millman,111.0,7.0,3.0,100.0,38.0,107.0,68.0,46.0,39.0,27.0,16.0,,,,,2.0,208.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
22,H2H 3-0,Grigor Dimitrov,4.0,5.0,8394753.0,3557616.0,,1.65,Grigor Dimitrov,43.0,0.0,0.0,48.0,10.0,52.0,32.0,21.0,20.0,12.0,9.0,,,,,2.0,105.0,,,1.65,2.20,R32,6-4 6-2,Juan Martin Del Potro,12.0,2.0,8394753.0,3557615.0,,2.2,Juan Martin Del Potro,62.0,9.0,3.0,57.0,24.0,46.0,29.0,27.0,17.0,11.0,9.0,,,,,1.0,105.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
23,H2H 1-0,Marcos Baghdatis,6.0,5.0,8394754.0,3557626.0,,1.36,Marcos Baghdatis,79.0,3.0,1.0,84.0,25.0,82.0,45.0,33.0,37.0,21.0,13.0,,,,,2.0,171.0,,,1.36,3.00,R32,4-6 6-1 6-4,Jan-Lennard Struff,7.0,2.0,8394754.0,3557625.0,,3.0,Jan-Lennard Struff,92.0,9.0,3.0,87.0,33.0,82.0,51.0,38.0,31.0,21.0,14.0,,,,,1.0,171.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
24,H2H 2-1,Pierre-Hugues Herbert,4.0,4.0,8394756.0,3557624.0,,2.9,Pierre-Hugues Herbert,37.0,0.0,0.0,40.0,8.0,52.0,28.0,16.0,24.0,13.0,9.0,,,,,2.0,96.0,,,2.90,1.38,R32,6-4 6-1,Philipp Kohlschreiber,7.0,1.0,8394756.0,3557623.0,,1.38,Philipp Kohlschreiber,59.0,7.0,4.0,56.0,27.0,39.0,25.0,22.0,14.0,10.0,8.0,,,,,1.0,96.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
25,H2H 1-1,Dusan Lajovic,3.0,2.0,8394757.0,3557621.0,,2.75,Dusan Lajovic,27.0,0.0,0.0,36.0,8.0,45.0,32.0,17.0,13.0,2.0,7.0,,,,,1.0,83.0,,,2.75,1.43,R32,6-0 6-2,Denis Kudla,3.0,0.0,8394757.0,3557622.0,,1.43,Denis Kudla,56.0,8.0,5.0,47.0,28.0,36.0,23.0,20.0,13.0,8.0,7.0,,,,,2.0,83.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
26,H2H 2-0,Denis Istomin,9.0,4.0,8394758.0,3557909.0,,2.1,Denis Istomin,88.0,10.0,3.0,97.0,37.0,80.0,50.0,37.0,30.0,14.0,15.0,,,,,1.0,181.0,,,2.10,1.73,R32,7-5 3-6 6-3,Radek Stepanek,8.0,7.0,8394758.0,3557910.0,,1.727,Radek Stepanek,93.0,5.0,4.0,84.0,33.0,90.0,57.0,46.0,33.0,14.0,15.0,,,,,2.0,181.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
27,,O Marach / F Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,2.65,F,6-7(4) 6-4 10-8,M Daniell / A Sitak,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
28,,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,4.00,SF,7-6(1) 7-6(6),O Marach / F Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
29,,F Mergea / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,2.85,SF,6-3 7-6(4),M Daniell / A Sitak,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
30,,S Groth / R Lindstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,1.23,QF,6-4 7-6(3),B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
31,,J Peers / B Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,2.80,QF,7-5 6-4,O Marach / F Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
32,,M Berrer / J Struff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 7-5,M Daniell / A Sitak,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
33,,F Mayer / P Oswald,,,,,,,,,,,,,,,,,,,,,,,,,,,3.60,1.28,QF,6-3 6-4,F Mergea / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
34,,D Istomin / I Marchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,1.12,R16,6-3 6-1,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
35,,M Cilic / A Sancic,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,1.57,R16,6-4 7-6(4),S Groth / R Lindstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
36,,M Baghdatis / G Dimitrov,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,1.37,R16,7-6(3) 6-7(6) 10-4,J Peers / B Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
37,,A Kuznetsov / G Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,3.20,1.33,R16,6-3 7-6(2),O Marach / F Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
38,,P Kohlschreiber / D Thiem,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,2.05,R16,4-6 6-3 10-4,M Daniell / A Sitak,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
39,,L Kubot / A Peya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-7(1) 10-7,M Berrer / J Struff,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
40,,J Del Potro / T Fritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(5) 6-3,F Mayer / P Oswald,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
41,,V Troicki / M Youzhny,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,1.38,R16,3-6 7-6(4) 10-8,F Mergea / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
42,H2H 2-0,Frank Moser,7.0,4.0,8394720.0,3557490.0,,6.7,Frank Moser,58.0,2.0,1.0,57.0,17.0,66.0,37.0,29.0,29.0,12.0,10.0,,,,,2.0,127.0,,,6.70,1.09,FQ,6-4 6-4,Sergiy Stakhovsky,10.0,4.0,8394720.0,3557489.0,,1.09,Sergiy Stakhovsky,69.0,8.0,3.0,70.0,29.0,53.0,26.0,22.0,27.0,18.0,10.0,,,,,1.0,127.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
43,H2H 3-0,Matthias Bachinger,6.0,4.0,8394721.0,3557491.0,,2.55,Matthias Bachinger,68.0,6.0,2.0,74.0,25.0,75.0,54.0,34.0,21.0,9.0,10.0,,,,,1.0,153.0,,,2.55,1.49,FQ,7-6(5) 6-3,Florian Mayer,4.0,1.0,8394721.0,3557492.0,,1.49,Florian Mayer,85.0,8.0,3.0,79.0,36.0,73.0,42.0,29.0,31.0,20.0,11.0,,,,,2.0,153.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
44,H2H 1-0,Yuichi Sugita,7.0,0.0,8394722.0,3557487.0,,1.38,Yuichi Sugita,105.0,2.0,1.0,101.0,24.0,103.0,78.0,60.0,25.0,21.0,17.0,,,,,1.0,204.0,,,1.38,2.95,FQ,4-6 7-6(4) 7-6(5),Fabrice Martin,19.0,3.0,8394722.0,3557488.0,,2.95,Fabrice Martin,99.0,2.0,0.0,103.0,22.0,98.0,66.0,59.0,32.0,18.0,17.0,,,,,2.0,204.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
45,H2H 1-0,James Ward,4.0,1.0,8394776.0,3557466.0,,3.85,James Ward,31.0,0.0,0.0,36.0,7.0,50.0,29.0,19.0,21.0,5.0,8.0,,,,,2.0,87.0,,,3.85,1.25,FQ,6-2 6-1,Radek Stepanek,6.0,0.0,8394776.0,3557465.0,,1.25,Radek Stepanek,56.0,7.0,5.0,51.0,27.0,36.0,20.0,19.0,16.0,10.0,7.0,,,,,1.0,87.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
46,H2H 2-4,Jan Mertl,9.0,2.0,8394430.0,3557228.0,,7.0,Jan Mertl,64.0,1.0,1.0,65.0,14.0,81.0,57.0,37.0,24.0,13.0,13.0,,,,,2.0,148.0,,,7.00,1.08,SFQ,6-4 3-6 6-1,Sergiy Stakhovsky,11.0,3.0,8394430.0,3557227.0,,1.08,Sergiy Stakhovsky,84.0,9.0,3.0,83.0,33.0,62.0,36.0,33.0,26.0,18.0,13.0,,,,,1.0,148.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
47,H2H 1-0,Axel Michon,6.0,3.0,8394431.0,3557230.0,,1.5,Axel Michon,93.0,3.0,0.0,99.0,27.0,101.0,64.0,46.0,37.0,20.0,14.0,,,,,2.0,203.0,,,1.50,2.50,SFQ,6-3 6-7(5) 6-3,Frank Moser,21.0,1.0,8394431.0,3557229.0,,2.5,Frank Moser,110.0,9.0,2.0,104.0,38.0,98.0,70.0,57.0,28.0,15.0,16.0,,,,,1.0,203.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
48,H2H 1-0,Nikoloz Basilashvili,6.0,5.0,8394432.0,3557223.0,,1.69,Nikoloz Basilashvili,120.0,10.0,1.0,130.0,38.0,107.0,54.0,43.0,53.0,39.0,18.0,,,,,1.0,242.0,,,1.69,2.15,SFQ,5-7 7-6(3) 7-6(4),Matthias Bachinger,22.0,4.0,8394432.0,3557224.0,,2.15,Matthias Bachinger,122.0,0.0,0.0,112.0,30.0,126.0,96.0,77.0,30.0,15.0,18.0,,,,,2.0,242.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
49,H2H 3-0,Daniel Brands,7.0,3.0,8394433.0,3557226.0,,2.05,Daniel Brands,49.0,2.0,1.0,49.0,14.0,61.0,50.0,29.0,11.0,6.0,9.0,,,,,2.0,113.0,,,2.05,1.74,SFQ,6-2 6-4,Florian Mayer,6.0,1.0,8394433.0,3557225.0,,1.74,Florian Mayer,64.0,9.0,4.0,64.0,29.0,48.0,28.0,22.0,20.0,13.0,9.0,,,,,1.0,113.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
50,H2H 1-1,Giovanni Lapentti,3.0,2.0,8394434.0,3557220.0,,3.6,Giovanni Lapentti,28.0,0.0,0.0,38.0,6.0,43.0,22.0,13.0,21.0,9.0,8.0,,,,,2.0,83.0,,,3.60,1.27,SFQ,6-3 6-1,Yuichi Sugita,9.0,0.0,8394434.0,3557219.0,,1.27,Yuichi Sugita,55.0,7.0,4.0,45.0,23.0,38.0,31.0,29.0,7.0,3.0,8.0,,,,,1.0,83.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
51,H2H 2-0,Mirza Basic,7.0,3.0,8394435.0,3557222.0,,1.28,Mirza Basic,74.0,2.0,0.0,77.0,19.0,76.0,45.0,37.0,31.0,18.0,12.0,,,,,2.0,156.0,,,1.28,3.55,SFQ,7-5 7-6(9),Fabrice Martin,20.0,4.0,8394435.0,3557221.0,,3.55,Fabrice Martin,82.0,2.0,1.0,79.0,24.0,73.0,52.0,44.0,21.0,14.0,12.0,,,,,1.0,156.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
52,H2H 1-0,Nikola Mektic,3.0,0.0,8394436.0,3557216.0,,6.65,Nikola Mektic,40.0,0.0,0.0,45.0,7.0,57.0,41.0,25.0,16.0,8.0,10.0,,,,,2.0,102.0,,,6.65,1.10,SFQ,6-4 6-3,Radek Stepanek,8.0,1.0,8394436.0,3557215.0,,1.1,Radek Stepanek,62.0,3.0,3.0,57.0,24.0,44.0,32.0,29.0,12.0,9.0,9.0,,,,,1.0,102.0,,,2016-06-06,https://matchstat.com/tennis/tournaments/m/Stuttgart/2016,Stuttgart
